"row","col","label"
49,12,0
65,193,0
153,84,0
74,18,1
146,20,0
122,125,0
49,116,0
128,5,0
47,143,0
24,103,0
71,153,0
100,76,0
89,5,0
165,132,0
110,179,0
20,35,0
154,32,0
114,42,0
111,121,0
131,74,0
41,37,0
89,58,0
27,191,0
164,62,0
109,37,0
5,131,0
162,8,0
92,16,0
104,47,0
3,132,0
58,52,0
42,104,0
24,130,0
158,95,0
43,141,0
143,117,0
150,150,0
58,118,0
136,90,0
36,75,0
68,188,0
146,77,0
109,100,0
92,116,0
4,158,0
178,77,0
99,64,0
177,172,0
154,14,0
114,10,0
6,99,0
134,187,0
130,128,0
116,38,0
3,112,0
118,153,0
149,146,0
2,9,0
102,168,0
138,170,0
40,156,0
5,71,0
33,180,0
177,97,0
103,5,0
109,62,0
73,99,0
157,52,0
76,192,0
9,74,0
35,167,0
16,4,0
101,88,0
69,160,0
118,54,0
130,165,0
82,104,0
152,37,0
113,111,0
146,172,0
69,136,0
110,77,0
104,134,0
40,101,0
149,76,0
57,11,0
100,59,0
42,12,0
146,45,0
91,186,0
13,15,0
54,119,0
83,57,0
32,178,0
60,124,0
29,136,0
81,120,0
108,49,0
121,24,0
85,126,0
126,18,1
171,153,0
112,58,0
72,134,0
29,171,0
166,184,0
1,41,0
141,109,0
133,54,0
55,47,0
144,84,0
43,22,0
42,177,0
42,147,0
97,100,0
157,76,0
25,18,1
115,188,0
32,107,0
81,86,0
14,142,0
111,155,0
6,144,0
175,155,0
43,136,0
165,9,0
113,145,0
113,44,0
31,49,0
162,2,0
94,126,0
6,156,0
38,150,0
95,152,0
6,32,0
84,166,0
15,171,0
34,122,0
170,44,1
12,98,0
128,183,0
154,123,0
41,150,0
66,155,0
56,186,0
152,172,0
98,83,0
25,152,0
92,106,0
107,74,0
61,120,0
14,162,0
162,65,0
124,100,0
95,43,0
32,2,0
155,66,0
138,163,0
28,177,0
118,163,0
37,11,0
138,114,0
113,157,0
5,88,0
35,153,0
78,66,0
14,12,0
156,81,0
122,15,0
97,32,0
127,149,0
31,113,0
43,188,0
180,69,0
81,152,0
27,144,0
30,121,0
180,134,0
100,77,0
75,62,0
145,93,0
62,147,0
13,60,0
126,170,0
124,167,0
63,101,0
49,4,0
61,118,0
116,21,0
1,34,0
145,45,0
161,128,0
28,139,0
2,117,0
159,191,0
136,154,0
127,51,0
3,35,0
13,21,0
12,129,0
158,43,0
51,116,0
95,88,0
165,50,0
47,18,0
56,95,0
144,64,0
10,161,0
153,123,0
3,7,0
82,185,0
28,100,0
93,136,0
57,143,0
84,30,0
118,150,0
61,80,0
102,160,0
171,89,0
150,66,0
154,188,0
54,67,0
55,193,0
54,172,0
58,17,0
173,136,0
165,148,0
43,71,0
85,137,0
162,142,0
153,132,0
102,136,0
142,17,0
49,98,0
139,143,0
156,178,0
18,175,1
55,171,0
170,170,0
36,117,0
148,11,0
71,82,0
113,13,1
27,19,0
94,164,0
133,46,0
86,3,0
148,57,0
114,119,0
169,68,0
139,39,0
38,86,0
106,8,0
127,126,0
151,154,0
90,160,0
115,181,0
105,17,0
11,61,0
147,21,0
36,15,0
170,53,0
59,117,0
113,16,0
30,18,0
108,22,0
149,25,0
47,65,0
105,58,0
88,102,0
114,12,0
135,127,0
142,41,0
12,75,0
51,170,0
10,112,0
121,87,0
89,80,0
37,39,0
163,101,0
162,5,0
27,185,0
46,117,0
31,7,0
91,11,0
100,75,0
120,97,0
53,132,0
24,120,0
166,167,0
148,65,0
123,88,0
92,19,0
33,89,0
93,36,0
36,22,0
45,166,0
96,152,0
102,4,0
150,45,0
172,156,0
135,49,0
108,121,0
5,81,0
159,67,0
160,116,0
167,6,0
141,50,0
122,119,0
30,171,0
54,151,0
2,34,0
28,107,0
131,17,0
161,83,0
111,44,0
9,150,0
54,25,0
138,33,0
115,26,0
82,119,0
153,111,0
108,140,0
73,28,0
147,183,0
79,85,0
46,63,0
131,10,0
150,24,0
61,50,0
20,186,0
170,179,0
98,39,0
17,127,0
82,11,0
174,86,0
17,175,0
94,109,0
74,34,0
165,121,0
173,58,0
178,188,0
179,40,0
74,172,0
48,13,0
162,86,0
68,62,0
90,14,0
61,162,0
161,23,0
110,41,0
116,88,0
108,105,0
147,124,0
70,19,0
89,97,0
30,144,0
106,114,0
103,147,0
89,14,0
2,145,0
166,30,0
137,172,1
75,164,0
134,156,0
31,189,0
142,86,0
47,5,0
169,190,0
138,34,0
49,22,0
22,168,0
1,125,0
121,35,0
132,115,0
67,102,0
53,159,0
166,189,0
125,46,0
59,148,0
69,173,0
170,15,0
148,146,0
162,93,0
87,6,0
57,13,0
148,10,0
137,107,0
27,94,0
174,168,0
174,150,0
3,27,0
95,95,0
146,31,0
138,31,0
168,133,0
84,149,0
53,115,0
101,100,0
157,114,0
137,16,0
168,106,0
87,60,0
76,144,0
110,164,1
119,100,0
107,55,1
54,31,0
57,108,0
27,80,0
80,19,0
110,93,0
156,172,0
15,5,0
102,176,0
23,115,0
61,144,0
83,65,0
10,82,0
141,45,0
62,32,0
102,134,0
1,60,0
11,37,0
109,46,0
26,27,0
74,164,0
123,185,0
79,168,0
81,107,0
111,138,0
136,179,0
100,75,0
91,37,1
25,163,0
24,25,0
80,168,0
108,146,0
16,64,0
3,1,0
56,20,0
149,91,0
10,170,0
85,59,0
135,136,0
147,153,0
157,23,0
45,112,0
170,82,0
119,13,0
174,98,0
152,105,0
93,57,0
158,42,0
107,104,0
173,193,0
42,173,0
98,95,0
167,91,0
52,47,0
53,114,0
171,134,0
171,130,0
26,163,0
97,52,0
117,31,0
134,97,0
58,133,0
23,9,0
170,63,0
169,149,0
173,90,0
85,94,0
33,99,0
139,4,0
104,107,0
173,44,0
