"row","col","split","label"
20,1,"train",1
34,2,"train",1
66,2,"train",1
83,2,"train",1
39,3,"train",1
105,3,"train",1
8,4,"train",1
66,4,"train",1
162,4,"train",1
89,5,"train",1
129,9,"train",1
109,10,"train",1
112,12,"train",1
6,13,"train",1
18,13,"train",1
25,13,"train",1
30,13,"train",1
37,13,"train",1
38,13,"train",1
56,13,"train",1
73,13,"train",1
99,13,"train",1
111,13,"train",1
121,13,"train",1
142,13,"train",1
155,13,"train",1
167,13,"train",1
68,14,"train",1
72,14,"train",1
112,14,"train",1
132,14,"train",1
135,16,"train",1
95,17,"train",1
24,19,"train",1
37,19,"train",1
48,19,"train",1
59,19,"train",1
103,19,"train",1
117,19,"train",1
134,19,"train",1
153,19,"train",1
154,19,"train",1
155,19,"train",1
129,21,"train",1
136,22,"train",1
134,23,"train",1
25,26,"train",1
36,26,"train",1
48,26,"train",1
54,26,"train",1
98,26,"train",1
123,26,"train",1
158,26,"train",1
89,27,"train",1
111,27,"train",1
15,28,"train",1
24,28,"train",1
39,29,"train",1
68,29,"train",1
72,29,"train",1
90,29,"train",1
24,33,"train",1
31,33,"train",1
24,35,"train",1
66,35,"train",1
129,35,"train",1
132,35,"train",1
102,37,"train",1
163,38,"train",1
124,39,"train",1
95,41,"train",1
24,43,"train",1
25,43,"train",1
48,43,"train",1
75,43,"train",1
111,43,"train",1
125,43,"train",1
17,45,"train",1
68,48,"train",1
132,48,"train",1
109,49,"train",1
129,49,"train",1
135,49,"train",1
134,50,"train",1
109,51,"train",1
129,51,"train",1
159,51,"train",1
135,52,"train",1
134,54,"train",1
135,54,"train",1
130,55,"train",1
159,59,"train",1
124,60,"train",1
79,68,"train",1
136,69,"train",1
129,71,"train",1
136,71,"train",1
112,77,"train",1
37,78,"train",1
136,78,"train",1
133,81,"train",1
134,81,"train",1
136,81,"train",1
139,81,"train",1
146,81,"train",1
58,83,"train",1
49,86,"train",1
37,89,"train",1
2,90,"train",1
35,91,"train",1
